,album,artists,duration_ms,explicit,href,id,name,popularity,preview_url,track_number,type,uri,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
12,Thunder,Imagine Dragons,187761,False,https://api.spotify.com/v1/tracks/0oP9pK1D1lNF3Lb7jkl6Xx,0oP9pK1D1lNF3Lb7jkl6Xx,Thunder,84,,1,track,spotify:track:0oP9pK1D1lNF3Lb7jkl6Xx,0.00593,https://api.spotify.com/v1/audio-analysis/0oP9pK1D1lNF3Lb7jkl6Xx,0.608,187761,0.841,0oP9pK1D1lNF3Lb7jkl6Xx,0.0573,0,0.121,-3.798,1,0.0464,167.969,4,https://api.spotify.com/v1/tracks/0oP9pK1D1lNF3Lb7jkl6Xx,audio_features,spotify:track:0oP9pK1D1lNF3Lb7jkl6Xx,0.25
13,Most Girls,Hailee Steinfeld,204400,False,https://api.spotify.com/v1/tracks/10GJQkjRJcZhGTLagFOC62,10GJQkjRJcZhGTLagFOC62,Most Girls,81,,1,track,spotify:track:10GJQkjRJcZhGTLagFOC62,0.0485,https://api.spotify.com/v1/audio-analysis/10GJQkjRJcZhGTLagFOC62,0.76,204400,0.588,10GJQkjRJcZhGTLagFOC62,0.0,9,0.0847,-7.082,1,0.0775,102.974,4,https://api.spotify.com/v1/tracks/10GJQkjRJcZhGTLagFOC62,audio_features,spotify:track:10GJQkjRJcZhGTLagFOC62,0.384
15,Stay,"Zedd, Alessia Cara",210090,False,https://api.spotify.com/v1/tracks/6uBhi9gBXWjanegOb2Phh0,6uBhi9gBXWjanegOb2Phh0,Stay (with Alessia Cara),90,,1,track,spotify:track:6uBhi9gBXWjanegOb2Phh0,0.238,https://api.spotify.com/v1/audio-analysis/6uBhi9gBXWjanegOb2Phh0,0.457,210091,0.627,6uBhi9gBXWjanegOb2Phh0,0.0,5,0.116,-5.091,0,0.111,101.384,4,https://api.spotify.com/v1/tracks/6uBhi9gBXWjanegOb2Phh0,audio_features,spotify:track:6uBhi9gBXWjanegOb2Phh0,0.535
16,9,"Cashmere Cat, Ariana Grande",258188,True,https://api.spotify.com/v1/tracks/4rwqrKdwlFWJ6LvPYaOtgn,4rwqrKdwlFWJ6LvPYaOtgn,Quit (feat. Ariana Grande),80,,5,track,spotify:track:4rwqrKdwlFWJ6LvPYaOtgn,0.102,https://api.spotify.com/v1/audio-analysis/4rwqrKdwlFWJ6LvPYaOtgn,0.44,258188,0.413,4rwqrKdwlFWJ6LvPYaOtgn,1.7e-05,0,0.103,-7.425,0,0.0446,131.659,4,https://api.spotify.com/v1/tracks/4rwqrKdwlFWJ6LvPYaOtgn,audio_features,spotify:track:4rwqrKdwlFWJ6LvPYaOtgn,0.125
17,No Promises (feat. Demi Lovato),"Cheat Codes, Demi Lovato",223503,False,https://api.spotify.com/v1/tracks/1louJpMmzEicAn7lzDalPW,1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),90,https://p.scdn.co/mp3-preview/eb769786f45b9fe4852d38b4db9e2b4774e8781d?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:1louJpMmzEicAn7lzDalPW,0.0575,https://api.spotify.com/v1/audio-analysis/1louJpMmzEicAn7lzDalPW,0.741,223504,0.667,1louJpMmzEicAn7lzDalPW,0.0,10,0.106,-5.445,1,0.134,112.956,4,https://api.spotify.com/v1/tracks/1louJpMmzEicAn7lzDalPW,audio_features,spotify:track:1louJpMmzEicAn7lzDalPW,0.609
18,No Vacancy,OneRepublic,223189,False,https://api.spotify.com/v1/tracks/4QeoDcR16IHpmmgFGQDrCp,4QeoDcR16IHpmmgFGQDrCp,No Vacancy,79,,1,track,spotify:track:4QeoDcR16IHpmmgFGQDrCp,0.062,https://api.spotify.com/v1/audio-analysis/4QeoDcR16IHpmmgFGQDrCp,0.711,223190,0.722,4QeoDcR16IHpmmgFGQDrCp,0.0,5,0.14,-3.946,1,0.0472,99.954,4,https://api.spotify.com/v1/tracks/4QeoDcR16IHpmmgFGQDrCp,audio_features,spotify:track:4QeoDcR16IHpmmgFGQDrCp,0.483
19,HUMBLE.,Kendrick Lamar,177604,True,https://api.spotify.com/v1/tracks/3GnLo84IkdSWCPYt6tnLll,3GnLo84IkdSWCPYt6tnLll,HUMBLE.,74,,1,track,spotify:track:3GnLo84IkdSWCPYt6tnLll,0.000339,https://api.spotify.com/v1/audio-analysis/3GnLo84IkdSWCPYt6tnLll,0.905,177604,0.596,3GnLo84IkdSWCPYt6tnLll,2.05e-05,1,0.0897,-7.496,0,0.118,149.996,4,https://api.spotify.com/v1/tracks/3GnLo84IkdSWCPYt6tnLll,audio_features,spotify:track:3GnLo84IkdSWCPYt6tnLll,0.419
20,First Time,"Kygo, Ellie Goulding",193511,False,https://api.spotify.com/v1/tracks/2Gl0FzuLxflY6nPifJp5Dr,2Gl0FzuLxflY6nPifJp5Dr,First Time,93,https://p.scdn.co/mp3-preview/f5e35495b56260a06a92b308d616ab71e079e903?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,0.197,https://api.spotify.com/v1/audio-analysis/2Gl0FzuLxflY6nPifJp5Dr,0.633,193511,0.592,2Gl0FzuLxflY6nPifJp5Dr,0.0,0,0.099,-7.245,0,0.112,90.066,4,https://api.spotify.com/v1/tracks/2Gl0FzuLxflY6nPifJp5Dr,audio_features,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,0.643
21,The Things You Do,Griffin Stoller,172173,False,https://api.spotify.com/v1/tracks/0owbFAS9rCBSqJYly3fMbE,0owbFAS9rCBSqJYly3fMbE,The Things You Do,67,https://p.scdn.co/mp3-preview/0220fac07f28d6699d556721621e79d3b8f98c32?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:0owbFAS9rCBSqJYly3fMbE,0.306,https://api.spotify.com/v1/audio-analysis/0owbFAS9rCBSqJYly3fMbE,0.684,172174,0.631,0owbFAS9rCBSqJYly3fMbE,4.97e-05,0,0.103,-6.746,0,0.0378,91.958,4,https://api.spotify.com/v1/tracks/0owbFAS9rCBSqJYly3fMbE,audio_features,spotify:track:0owbFAS9rCBSqJYly3fMbE,0.546
22,Sunset Lover,Petit Biscuit,237792,False,https://api.spotify.com/v1/tracks/0hNduWmlWmEmuwEFcYvRu1,0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,83,https://p.scdn.co/mp3-preview/548545f6df276b92cafd8a29996021ae40e73d1d?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:0hNduWmlWmEmuwEFcYvRu1,0.729,https://api.spotify.com/v1/audio-analysis/0hNduWmlWmEmuwEFcYvRu1,0.783,237793,0.467,0hNduWmlWmEmuwEFcYvRu1,0.809,6,0.109,-9.474,1,0.0503,90.838,4,https://api.spotify.com/v1/tracks/0hNduWmlWmEmuwEFcYvRu1,audio_features,spotify:track:0hNduWmlWmEmuwEFcYvRu1,0.236
23,That´s Me,HEDEGAARD,205226,True,https://api.spotify.com/v1/tracks/1UiEaMpzSMICYs0FWQga7S,1UiEaMpzSMICYs0FWQga7S,That´s Me,68,,1,track,spotify:track:1UiEaMpzSMICYs0FWQga7S,0.111,https://api.spotify.com/v1/audio-analysis/1UiEaMpzSMICYs0FWQga7S,0.673,205227,0.76,1UiEaMpzSMICYs0FWQga7S,9.5e-06,0,0.147,-4.434,0,0.15,104.982,4,https://api.spotify.com/v1/tracks/1UiEaMpzSMICYs0FWQga7S,audio_features,spotify:track:1UiEaMpzSMICYs0FWQga7S,0.518
24,Empty Streets,"Kota Banks, MOZA",186857,False,https://api.spotify.com/v1/tracks/21xFsQzlsh6cr5XIDqKc7S,21xFsQzlsh6cr5XIDqKc7S,Empty Streets,64,,1,track,spotify:track:21xFsQzlsh6cr5XIDqKc7S,0.0222,https://api.spotify.com/v1/audio-analysis/21xFsQzlsh6cr5XIDqKc7S,0.657,186857,0.633,21xFsQzlsh6cr5XIDqKc7S,1.01e-05,7,0.13,-7.063,1,0.0399,140.024,4,https://api.spotify.com/v1/tracks/21xFsQzlsh6cr5XIDqKc7S,audio_features,spotify:track:21xFsQzlsh6cr5XIDqKc7S,0.303
26,Human Touch,Betty Who,213750,False,https://api.spotify.com/v1/tracks/073wmqmf5KfrQiNukyuqrq,073wmqmf5KfrQiNukyuqrq,Human Touch,70,https://p.scdn.co/mp3-preview/eb8d446290968031b589b7ab6a875180689e62e1?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:073wmqmf5KfrQiNukyuqrq,0.0591,https://api.spotify.com/v1/audio-analysis/073wmqmf5KfrQiNukyuqrq,0.658,213751,0.729,073wmqmf5KfrQiNukyuqrq,2.85e-06,11,0.101,-4.09,0,0.0495,102.898,4,https://api.spotify.com/v1/tracks/073wmqmf5KfrQiNukyuqrq,audio_features,spotify:track:073wmqmf5KfrQiNukyuqrq,0.568
27,Hung Up,"Tritonal, Sj, Emma Gatsby",220000,False,https://api.spotify.com/v1/tracks/2ULg8Cw0Ckn5JDGUkCNXko,2ULg8Cw0Ckn5JDGUkCNXko,Hung Up,71,https://p.scdn.co/mp3-preview/b0b498715df97ffc4650ff46136e2f5a02f8c446?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:2ULg8Cw0Ckn5JDGUkCNXko,0.416,https://api.spotify.com/v1/audio-analysis/2ULg8Cw0Ckn5JDGUkCNXko,0.443,220000,0.726,2ULg8Cw0Ckn5JDGUkCNXko,0.0,7,0.369,-3.745,1,0.167,119.824,4,https://api.spotify.com/v1/tracks/2ULg8Cw0Ckn5JDGUkCNXko,audio_features,spotify:track:2ULg8Cw0Ckn5JDGUkCNXko,0.362
28,Now Or Never,Halsey,214801,False,https://api.spotify.com/v1/tracks/3Px934J0dBoCmpUhUuCQkD,3Px934J0dBoCmpUhUuCQkD,Now Or Never,86,,1,track,spotify:track:3Px934J0dBoCmpUhUuCQkD,0.115,https://api.spotify.com/v1/audio-analysis/3Px934J0dBoCmpUhUuCQkD,0.66,214802,0.575,3Px934J0dBoCmpUhUuCQkD,1.59e-06,6,0.131,-4.934,0,0.0367,110.091,4,https://api.spotify.com/v1/tracks/3Px934J0dBoCmpUhUuCQkD,audio_features,spotify:track:3Px934J0dBoCmpUhUuCQkD,0.485
29,Aloha,"Møme, Merryn Jeann",218400,False,https://api.spotify.com/v1/tracks/4uNDs2TBsv2KX9b4LIxfdt,4uNDs2TBsv2KX9b4LIxfdt,Aloha,65,,3,track,spotify:track:4uNDs2TBsv2KX9b4LIxfdt,0.205,https://api.spotify.com/v1/audio-analysis/4uNDs2TBsv2KX9b4LIxfdt,0.564,218400,0.709,4uNDs2TBsv2KX9b4LIxfdt,8.34e-05,10,0.12,-5.955,0,0.147,100.095,4,https://api.spotify.com/v1/tracks/4uNDs2TBsv2KX9b4LIxfdt,audio_features,spotify:track:4uNDs2TBsv2KX9b4LIxfdt,0.444
30,Solo Dance,Martin Jensen,174933,False,https://api.spotify.com/v1/tracks/3R6dPfF2yBO8mHySW1XDAa,3R6dPfF2yBO8mHySW1XDAa,Solo Dance,82,https://p.scdn.co/mp3-preview/76414b590c5de583123c339afc983f9bd840634f?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:3R6dPfF2yBO8mHySW1XDAa,0.0485,https://api.spotify.com/v1/audio-analysis/3R6dPfF2yBO8mHySW1XDAa,0.746,174933,0.846,3R6dPfF2yBO8mHySW1XDAa,0.0,9,0.195,-2.432,1,0.048,114.955,4,https://api.spotify.com/v1/tracks/3R6dPfF2yBO8mHySW1XDAa,audio_features,spotify:track:3R6dPfF2yBO8mHySW1XDAa,0.418
31,Alright,Stupead,185066,False,https://api.spotify.com/v1/tracks/1fDLHQ4oKWj7KxQRg9WOHQ,1fDLHQ4oKWj7KxQRg9WOHQ,Alright,64,https://p.scdn.co/mp3-preview/1449a74ef40e6703574036506f38071e333ff582?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:1fDLHQ4oKWj7KxQRg9WOHQ,0.318,https://api.spotify.com/v1/audio-analysis/1fDLHQ4oKWj7KxQRg9WOHQ,0.774,185067,0.808,1fDLHQ4oKWj7KxQRg9WOHQ,0.000511,0,0.26,-5.929,1,0.328,124.034,4,https://api.spotify.com/v1/tracks/1fDLHQ4oKWj7KxQRg9WOHQ,audio_features,spotify:track:1fDLHQ4oKWj7KxQRg9WOHQ,0.511
32,The Shine,"ayokay, Chelsea Cutler",188026,False,https://api.spotify.com/v1/tracks/5p6eKTYwFYitUS617IMtyd,5p6eKTYwFYitUS617IMtyd,The Shine,70,https://p.scdn.co/mp3-preview/a11a3662018be947f034df748eb5ff0b6ecad575?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:5p6eKTYwFYitUS617IMtyd,0.266,https://api.spotify.com/v1/audio-analysis/5p6eKTYwFYitUS617IMtyd,0.679,188027,0.553,5p6eKTYwFYitUS617IMtyd,0.0,8,0.0841,-6.074,1,0.0493,99.983,4,https://api.spotify.com/v1/tracks/5p6eKTYwFYitUS617IMtyd,audio_features,spotify:track:5p6eKTYwFYitUS617IMtyd,0.58
34,DGAF (feat. Shiloh Dynasty),"Noah Slee, Shiloh Dynasty",196640,False,https://api.spotify.com/v1/tracks/4JU4oMSWyzHCiszqtsQptt,4JU4oMSWyzHCiszqtsQptt,DGAF,64,https://p.scdn.co/mp3-preview/fd21e629686f93c0155d798c62b05ab360e67e93?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:4JU4oMSWyzHCiszqtsQptt,0.227,https://api.spotify.com/v1/audio-analysis/4JU4oMSWyzHCiszqtsQptt,0.804,196640,0.522,4JU4oMSWyzHCiszqtsQptt,0.000171,9,0.077,-7.319,0,0.0485,134.168,4,https://api.spotify.com/v1/tracks/4JU4oMSWyzHCiszqtsQptt,audio_features,spotify:track:4JU4oMSWyzHCiszqtsQptt,0.252
35,Not Going Home,"DVBBS, CMC$, Gia Koka",194960,False,https://api.spotify.com/v1/tracks/2PuHj0tUOKud6fVKTZUXRO,2PuHj0tUOKud6fVKTZUXRO,Not Going Home,51,,1,track,spotify:track:2PuHj0tUOKud6fVKTZUXRO,0.0938,https://api.spotify.com/v1/audio-analysis/2PuHj0tUOKud6fVKTZUXRO,0.749,194960,0.747,2PuHj0tUOKud6fVKTZUXRO,1.17e-05,6,0.256,-6.457,1,0.121,109.063,4,https://api.spotify.com/v1/tracks/2PuHj0tUOKud6fVKTZUXRO,audio_features,spotify:track:2PuHj0tUOKud6fVKTZUXRO,0.46
36,Out of Love,"Two Friends, Cosmos & Creature",235445,False,https://api.spotify.com/v1/tracks/74LOZLK6DFZiVLcd8zBEp2,74LOZLK6DFZiVLcd8zBEp2,Out of Love,63,https://p.scdn.co/mp3-preview/dd36e1190c1ae5fe78e19325f898629b43283991?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:74LOZLK6DFZiVLcd8zBEp2,0.358,https://api.spotify.com/v1/audio-analysis/74LOZLK6DFZiVLcd8zBEp2,0.492,235446,0.701,74LOZLK6DFZiVLcd8zBEp2,0.000133,0,0.0881,-5.696,1,0.232,164.171,4,https://api.spotify.com/v1/tracks/74LOZLK6DFZiVLcd8zBEp2,audio_features,spotify:track:74LOZLK6DFZiVLcd8zBEp2,0.416
37,1-800-273-8255,"Logic, Alessia Cara, Khalid",250200,True,https://api.spotify.com/v1/tracks/4Sj8JZ9zZfl8HaOav5yTVq,4Sj8JZ9zZfl8HaOav5yTVq,1-800-273-8255,74,,1,track,spotify:track:4Sj8JZ9zZfl8HaOav5yTVq,0.56,https://api.spotify.com/v1/audio-analysis/4Sj8JZ9zZfl8HaOav5yTVq,0.622,250200,0.593,4Sj8JZ9zZfl8HaOav5yTVq,0.0,5,0.175,-7.755,0,0.0414,100.048,4,https://api.spotify.com/v1/tracks/4Sj8JZ9zZfl8HaOav5yTVq,audio_features,spotify:track:4Sj8JZ9zZfl8HaOav5yTVq,0.361
38,Stay a Little Longer,Lostboycrow,205469,False,https://api.spotify.com/v1/tracks/1euQrkGwRPQod7kcddoeJ5,1euQrkGwRPQod7kcddoeJ5,Stay a Little Longer,65,https://p.scdn.co/mp3-preview/7349d0f993057486cf8f6f20c6f8f4a5588005a1?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:1euQrkGwRPQod7kcddoeJ5,0.148,https://api.spotify.com/v1/audio-analysis/1euQrkGwRPQod7kcddoeJ5,0.71,205470,0.695,1euQrkGwRPQod7kcddoeJ5,1.35e-06,0,0.132,-7.008,1,0.0405,120.007,4,https://api.spotify.com/v1/tracks/1euQrkGwRPQod7kcddoeJ5,audio_features,spotify:track:1euQrkGwRPQod7kcddoeJ5,0.458
39,Trouble,"R3hab, VÉRITÉ",173203,True,https://api.spotify.com/v1/tracks/3A2waEDfZQfl6RNOn8Y1xW,3A2waEDfZQfl6RNOn8Y1xW,Trouble,75,https://p.scdn.co/mp3-preview/e1d905110dc697e0be0dca81b565f8026cc2a58b?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:3A2waEDfZQfl6RNOn8Y1xW,0.181,https://api.spotify.com/v1/audio-analysis/3A2waEDfZQfl6RNOn8Y1xW,0.744,173203,0.595,3A2waEDfZQfl6RNOn8Y1xW,5.89e-05,9,0.148,-6.076,0,0.0782,94.92,4,https://api.spotify.com/v1/tracks/3A2waEDfZQfl6RNOn8Y1xW,audio_features,spotify:track:3A2waEDfZQfl6RNOn8Y1xW,0.561
40,Childhood Dreams,ARY,187805,False,https://api.spotify.com/v1/tracks/4y6sUWPw0XzCb8RodaNSPY,4y6sUWPw0XzCb8RodaNSPY,Childhood Dreams,67,https://p.scdn.co/mp3-preview/58d34bcb7a922e1557944b5820bd477017326a12?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:4y6sUWPw0XzCb8RodaNSPY,0.165,https://api.spotify.com/v1/audio-analysis/4y6sUWPw0XzCb8RodaNSPY,0.805,187806,0.409,4y6sUWPw0XzCb8RodaNSPY,0.001,6,0.259,-8.039,1,0.0664,119.906,4,https://api.spotify.com/v1/tracks/4y6sUWPw0XzCb8RodaNSPY,audio_features,spotify:track:4y6sUWPw0XzCb8RodaNSPY,0.615
41,Hope,"Tim Legend, Naomi Wild",173931,False,https://api.spotify.com/v1/tracks/2v7EYRJaqHg29z1jnx59yI,2v7EYRJaqHg29z1jnx59yI,Hope,70,https://p.scdn.co/mp3-preview/2968c3441fcfb50d0771b56e668275692fc1f7c8?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:2v7EYRJaqHg29z1jnx59yI,0.196,https://api.spotify.com/v1/audio-analysis/2v7EYRJaqHg29z1jnx59yI,0.822,173931,0.6,2v7EYRJaqHg29z1jnx59yI,0.0,11,0.0835,-6.235,0,0.331,142.923,4,https://api.spotify.com/v1/tracks/2v7EYRJaqHg29z1jnx59yI,audio_features,spotify:track:2v7EYRJaqHg29z1jnx59yI,0.27
42,Like That,Rytmeklubben,196191,False,https://api.spotify.com/v1/tracks/1KVQsZPeztZ7GnpVfqAnFX,1KVQsZPeztZ7GnpVfqAnFX,Like That,62,https://p.scdn.co/mp3-preview/9caf7efe80a3df2ff5dd375f75d2325b4960e801?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:1KVQsZPeztZ7GnpVfqAnFX,0.0346,https://api.spotify.com/v1/audio-analysis/1KVQsZPeztZ7GnpVfqAnFX,0.461,196192,0.458,1KVQsZPeztZ7GnpVfqAnFX,1.2e-05,8,0.373,-8.417,1,0.072,86.001,4,https://api.spotify.com/v1/tracks/1KVQsZPeztZ7GnpVfqAnFX,audio_features,spotify:track:1KVQsZPeztZ7GnpVfqAnFX,0.193
43,Olivia,Olivia Holt,203992,False,https://api.spotify.com/v1/tracks/3QmOiZF7IzJJkHnahh5Ea0,3QmOiZF7IzJJkHnahh5Ea0,History,76,,5,track,spotify:track:3QmOiZF7IzJJkHnahh5Ea0,0.0913,https://api.spotify.com/v1/audio-analysis/3QmOiZF7IzJJkHnahh5Ea0,0.769,203992,0.631,3QmOiZF7IzJJkHnahh5Ea0,0.0,1,0.114,-6.769,1,0.0568,100.968,4,https://api.spotify.com/v1/tracks/3QmOiZF7IzJJkHnahh5Ea0,audio_features,spotify:track:3QmOiZF7IzJJkHnahh5Ea0,0.501
